customer,order_id,total_cobrado,timestamp_created,depto,estado,dto,cantidad,cart_id,pounds,descuento_abs,porcentaje_descuento
cfd8eb3fbzs,19b414bmsjuv,1104.66,2013-08-16 00:07:00,Central,mail,0.0,1,8835909AA,5.95,0.0,0.0
ab32e392bzs,633e689msjuv,1264.63,2013-08-16 00:08:28,Central,mail,-99.0,1,19680264AA,4.62,99.0,8.0
8a0c9853bzs,98b10e5msjuv,25841.7,2013-08-16 00:08:36,Central,delivered,-99.0,1,20034451AA,18.053,99.0,0.0
f0299e9abzs,2c69df1msjuv,1520.14,2013-08-16 00:09:51,Central,mail,-99.0,4,20032656AA,11.025,99.0,7.0
d18c5325bzs,b5c561emsjuv,2190.45,2013-08-16 00:10:03,Central,mail,-99.0,3,18514117AA,11.41,99.0,5.0
cfd8eb3fbzs,4e946fdmsjuv,1480.53,2013-08-16 00:10:13,Central,delivered,0.0,1,20034556AA,8.148,0.0,0.0
511636d8bzs,151d676msjuv,761.43,2013-08-16 00:10:28,Central,delivered,0.0,1,20033024AA,6.65,0.0,0.0
63269325bzs,44c30e1msjuv,3193.11,2013-08-16 00:10:28,Central,mail,-99.0,5,19465672AA,24.038,99.0,3.0
22fbfaf4bzs,8000cbfmsjuv,3324.01,2013-08-16 00:10:46,Central,mail,-99.0,1,20034609AA,4.48,99.0,3.0
481d51e3bzs,675a331msjuv,1599.19,2013-08-16 00:11:53,Central,delivered,-99.0,1,20034796AA,4.095,99.0,6.0
ab32e392bzs,d1f9064msjuv,696.32,2013-08-16 00:12:54,Central,mail,0.0,1,20034898AA,4.48,0.0,0.0
1e2befc4bzs,56c7ab3msjuv,1751.68,2013-08-16 00:12:59,Central,boxed,-99.0,3,20032602AA,13.16,99.0,6.0
32d8fe91bzs,16c1195msjuv,5731.55,2013-08-16 00:13:20,Central,canceled,-99.0,1,20029619AA,6.895,99.0,2.0
a19b2406bzs,0af2f2emsjuv,761.43,2013-08-16 00:13:44,Central,delivered,0.0,1,20032263AA,6.65,0.0,0.0
c0878e2ebzs,121bcfbmsjuv,934.15,2013-08-16 00:17:32,Central,mail,-99.0,1,19475769AA,3.409,99.0,11.0
cafe2fa5bzs,0e12ffdmsjuv,2258.28,2013-08-16 00:17:59,Central,mail,-99.0,2,19293802AA,9.492,99.0,4.0
bdcbee4dbzs,887aea5msjuv,1432.93,2013-08-16 00:18:09,Central,mail,-99.0,1,19185527AA,7.896,99.0,7.0
5ca64743bzs,15fc7b9msjuv,373.15,2013-08-16 00:18:32,Alto Parana,canceled,0.0,1,19852031AA,2.975,0.0,0.0
a3099d24bzs,79c8478msjuv,375.7,2013-08-16 00:18:34,Central,mail,0.0,1,20034724AA,6.65,0.0,0.0
8fc925d7bzs,8f8bd19msjuv,1646.28,2013-08-16 00:18:36,Central,mail,-99.0,2,20033023AA,8.442,99.0,6.0
59ed14b3bzs,9bf4dccmsjuv,1347.08,2013-08-16 00:19:01,Central,mail,-99.0,1,20034907AA,4.2,99.0,7.0
877c1937bzs,383b68amsjuv,1159.23,2013-08-16 00:19:03,Central,mail,-99.0,1,18174416AA,2.275,99.0,9.0
894f773bbzs,c68596cmsjuv,715.7,2013-08-16 00:19:14,Central,warehouse,0.0,2,19441098AA,5.117,0.0,0.0
625995e8bzs,51a5047msjuv,1112.14,2013-08-16 00:19:50,Central,mail,-180.0,2,19315049AA,5.53,180.0,16.0
641ffeecbzs,84196a4msjuv,1660.56,2013-08-16 00:20:09,Central,mail,-99.0,1,19719960AA,7.574,99.0,6.0
17faab43bzs,5d8f011msjuv,545.53,2013-08-16 00:20:18,Central,mail,0.0,1,12364737AA,2.534,0.0,0.0
b7de2f2bbzs,9da7699msjuv,705.67,2013-08-16 00:21:11,Central,mail,0.0,1,20019128AA,3.01,0.0,0.0
0b71b384bzs,67fd004msjuv,1071.0,2013-08-16 00:22:31,Central,mail,-99.0,2,19878497AA,5.565,99.0,9.0
4530bc24bzs,defa355msjuv,1554.65,2013-08-16 00:23:16,Central,delivered,-99.0,1,17135559AA,4.27,99.0,6.0
3fe29062bzs,E+071.9msjuv,41172.64,2013-08-16 00:23:30,Central,delivered,-99.0,1,18969130AA,12.404,99.0,0.0
05467207bzs,ef0f6a5msjuv,591.26,2013-08-16 00:24:16,Central,delivered,0.0,1,16111125AA,2.275,0.0,0.0
f585a548bzs,1c0016cmsjuv,775.37,2013-08-16 00:24:51,Alto Parana,delivered,0.0,1,19219267AA,6.37,0.0,0.0
5fd96917bzs,db1f9e4msjuv,1114.01,2013-08-16 00:25:02,Central,mail,-99.0,1,14214679AA,5.18,99.0,9.0
4de8f91bbzs,4f60460msjuv,5731.55,2013-08-16 00:25:19,Central,delivered,-99.0,1,20034006AA,6.895,99.0,2.0
89e28f71bzs,19dc7bamsjuv,721.82,2013-08-16 00:25:34,Central,mail,0.0,1,20035205AA,10.843,0.0,0.0
f2654a7bbzs,1dd0267msjuv,723.35,2013-08-16 00:25:50,Central,mail,0.0,1,20035135AA,3.486,0.0,0.0
ffcda005bzs,2265281msjuv,1246.44,2013-08-16 00:26:01,Central,canceled,-99.0,2,16980355AA,8.008,99.0,8.0
41909cf8bzs,2be2984msjuv,5650.8,2013-08-16 00:26:01,Central,delivered,-180.0,1,13494344AA,6.895,180.0,3.0
985b86b7bzs,2ef60b9msjuv,3911.19,2013-08-16 00:29:13,Central,delivered,-99.0,1,12908507AA,12.943,99.0,3.0
8b79a60dbzs,6cce01emsjuv,1203.09,2013-08-16 00:29:18,Central,mail,-99.0,1,20032788AA,7.665,99.0,8.0
4530bc24bzs,7bed244msjuv,468.86,2013-08-16 00:30:10,Central,delivered,0.0,1,10288327AA,5.628,0.0,0.0
82463fb1bzs,e9b4141msjuv,1674.33,2013-08-16 00:30:45,Central,mail,-99.0,2,19380367AA,9.898,99.0,6.0
1a5dc1d6bzs,58b5284msjuv,9989.2,2013-08-16 00:31:29,Central,delivered,-99.0,1,19494687AA,32.977,99.0,1.0
c9103cf2bzs,8e386camsjuv,10476.93,2013-08-16 00:32:09,Central,delivered,-99.0,2,19783595AA,8.54,99.0,1.0
506c4468bzs,425b04cmsjuv,684.93,2013-08-16 00:33:33,Alto Parana,delivered,0.0,2,19584899AA,7.154,0.0,0.0
82463fb1bzs,a61965cmsjuv,1314.95,2013-08-16 00:34:14,Central,mail,-99.0,2,15213420AA,11.018,99.0,8.0
afbe2a03bzs,6030542msjuv,2826.25,2013-08-16 00:34:49,Central,mail,-120.0,3,18062905AA,14.315,120.0,4.0
e718a2f2bzs,5d9d427msjuv,1043.46,2013-08-16 00:35:19,Central,delivered,0.0,2,7462161AA,6.993,0.0,0.0
cabd2c1dbzs,885506emsjuv,1758.48,2013-08-16 00:37:31,Central,mail,-99.0,1,20035287AA,10.752,99.0,6.0
83738723bzs,8b468c7msjuv,1318.35,2013-08-16 00:38:10,Central,mail,-99.0,1,19983877AA,2.765,99.0,8.0
59edeb97bzs,a756709msjuv,1014.56,2013-08-16 00:38:11,Central,mail,-99.0,1,19980073AA,4.095,99.0,10.0
67d4fb84bzs,0f2f54amsjuv,1542.41,2013-08-16 00:39:28,Central,mail,-180.0,2,18257266AA,6.895,180.0,12.0
1b9a14b5bzs,90c4ecfmsjuv,1585.59,2013-08-16 00:40:00,Central,mail,-99.0,1,20034598AA,5.18,99.0,6.0
c0878e2ebzs,d1d5142msjuv,1615.68,2013-08-16 00:40:24,Central,mail,-99.0,1,17311201AA,3.955,99.0,6.0
2739cbeabzs,1209db0msjuv,925.65,2013-08-16 00:40:42,Central,canceled,0.0,1,19604727AA,4.48,0.0,0.0
4bc25c5dbzs,b829227msjuv,1378.36,2013-08-16 00:41:30,Central,delivered,-99.0,3,19584267AA,12.495,99.0,7.0
446ebb01bzs,dc86d15msjuv,1339.43,2013-08-16 00:41:32,Central,mail,-180.0,1,20035408AA,4.48,180.0,13.0
d24b6eb2bzs,af57988msjuv,1515.04,2013-08-16 00:41:34,Central,mail,-99.0,1,20033463AA,2.275,99.0,7.0
844919cdbzs,10a8b89msjuv,1477.81,2013-08-16 00:42:24,Central,mail,-99.0,1,19964148AA,7.665,99.0,7.0
63f3a2a7bzs,0d67c92msjuv,11250.6,2013-08-16 00:42:33,Central,canceled,-99.0,3,12635810AA,19.852,99.0,1.0
ae970b0dbzs,8e36ffcmsjuv,1149.54,2013-08-16 00:43:53,Central,mail,-99.0,2,20001017AA,7.455,99.0,9.0
0fcb3f7fbzs,c1bc9f7msjuv,2719.15,2013-08-16 00:43:56,Central,mail,-99.0,1,20035471AA,3.605,99.0,4.0
82463fb1bzs,a0bd166msjuv,1151.41,2013-08-16 00:45:59,Central,mail,-180.0,1,12959106AA,5.229,180.0,16.0
d4048558bzs,a445362msjuv,1517.08,2013-08-16 00:46:25,Central,mail,-99.0,1,15372087AA,7.665,99.0,7.0
d4048558bzs,8e42f8emsjuv,953.02,2013-08-16 00:48:33,Central,mail,0.0,1,19926723AA,3.983,0.0,0.0
a4bb69ebbzs,e0bab72msjuv,3173.22,2013-08-16 00:48:37,Central,mail,-99.0,8,20030151AA,18.403,99.0,3.0
b4d99a01bzs,0db9564msjuv,1290.81,2013-08-16 00:48:47,Central,canceled,-99.0,1,16525113AA,5.033,99.0,8.0
d4048558bzs,c95e824msjuv,3760.74,2013-08-16 00:51:07,Central,canceled,-99.0,3,15033203AA,18.529,99.0,3.0
56fa3608bzs,bb998d6msjuv,518.67,2013-08-16 00:54:16,Central,delivered,0.0,1,16892035AA,2.275,0.0,0.0
c0878e2ebzs,95f7ccdmsjuv,976.48,2013-08-16 00:56:26,Central,mail,-99.0,1,19532548AA,4.27,99.0,10.0
15cb7c4bbzs,35136c8msjuv,1712.58,2013-08-16 00:56:54,Central,canceled,-99.0,1,20035517AA,5.95,99.0,6.0
cfb4b629bzs,c0ca762msjuv,5765.55,2013-08-16 00:57:24,Central,delivered,-99.0,1,20015651AA,6.895,99.0,2.0
a4bb69ebbzs,10122f2msjuv,3275.9,2013-08-16 00:58:45,Central,delivered,-99.0,3,16105348AA,10.22,99.0,3.0
501cc607bzs,0ef9233msjuv,3760.06,2013-08-16 01:00:46,Central,mail,-180.0,2,19217229AA,30.667,180.0,5.0
bd9078c0bzs,f63e1d1msjuv,1977.95,2013-08-16 01:00:51,Central,delivered,-99.0,1,16925665AA,4.081,99.0,5.0
80f529f9bzs,8bada11msjuv,1250.35,2013-08-16 01:03:36,Central,delivered,-99.0,2,18076205AA,4.55,99.0,8.0
fe12f3f9bzs,111cd85msjuv,1159.91,2013-08-16 01:04:13,Central,mail,-99.0,1,19923860AA,2.275,99.0,9.0
14b177dabzs,9a5af76msjuv,1128.46,2013-08-16 01:05:04,Central,mail,0.0,2,13595587AA,12.026,0.0,0.0
6443045cbzs,1bd464fmsjuv,1398.76,2013-08-16 01:05:43,Central,canceled,-180.0,1,20035611AA,3.29,180.0,13.0
deac1f80bzs,47fffbcmsjuv,7879.67,2013-08-16 01:06:56,Central,delivered,-99.0,1,19997613AA,6.895,99.0,1.0
8c076bf1bzs,2f57381msjuv,1021.02,2013-08-16 01:09:27,Central,delivered,0.0,2,15099463AA,4.613,0.0,0.0
4a851c75bzs,dd10d97msjuv,11535.35,2013-08-16 01:09:45,Central,canceled,-99.0,2,20020029AA,13.79,99.0,1.0
85c1bcc2bzs,a1e9097msjuv,557.43,2013-08-16 01:09:55,Central,mail,0.0,2,19750799AA,5.047,0.0,0.0
a8d517d6bzs,29619f5msjuv,342.72,2013-08-16 01:10:57,Central,mail,0.0,1,20035809AA,2.814,0.0,0.0
bd912c4fbzs,1308cffmsjuv,1051.96,2013-08-16 01:11:07,Central,delivered,0.0,1,20020600AA,8.715,0.0,0.0
78035ad6bzs,75b974amsjuv,2393.26,2013-08-16 01:12:25,Central,mail,-99.0,3,8938193AA,9.737,99.0,4.0
d997f15fbzs,0496439msjuv,659.94,2013-08-16 01:12:30,Alto Parana,delivered,0.0,1,17305954AA,2.975,0.0,0.0
cfd8eb3fbzs,a1be18emsjuv,3377.73,2013-08-16 01:12:36,Central,mail,-180.0,1,18351294AA,4.48,180.0,5.0
4a851c75bzs,25d97efmsjuv,698.7,2013-08-16 01:14:47,Central,canceled,0.0,1,20036461AA,6.65,0.0,0.0
85bb08c8bzs,6475674msjuv,948.43,2013-08-16 01:14:52,Central,mail,0.0,2,19824864AA,5.068,0.0,0.0
e11d9fd9bzs,27f1f59msjuv,1782.96,2013-08-16 01:15:11,Central,delivered,0.0,2,20035881AA,16.009,0.0,0.0
b8b96579bzs,4a8e160msjuv,723.69,2013-08-16 01:15:59,Central,delivered,0.0,1,13039843AA,2.695,0.0,0.0
84923e95bzs,c14b03dmsjuv,954.38,2013-08-16 01:17:53,Central,mail,-99.0,1,18806960AA,2.275,99.0,10.0
d4048558bzs,ea4ab8bmsjuv,186.83,2013-08-16 01:19:32,Alto Parana,delivered,-120.0,1,19881427AA,2.975,120.0,64.0
13774c85bzs,f079d47msjuv,422.96,2013-08-16 01:24:25,Central,mail,0.0,1,20036575AA,4.27,0.0,0.0
67d4fb84bzs,3e466edmsjuv,1236.07,2013-08-16 01:24:44,Central,mail,-99.0,1,19964458AA,7.665,99.0,8.0
94ccf102bzs,6586298msjuv,1024.25,2013-08-16 01:27:32,Central,delivered,0.0,1,19617854AA,2.275,0.0,0.0
c0878e2ebzs,2729528msjuv,2129.76,2013-08-16 01:30:53,Central,canceled,0.0,2,20036130AA,9.45,0.0,0.0
b657e4b6bzs,aa22b2fmsjuv,1168.41,2013-08-16 01:31:10,Central,mail,-99.0,1,18110893AA,6.3,99.0,8.0
391252babzs,182bc22msjuv,3130.89,2013-08-16 01:38:01,Central,mail,-99.0,2,13858369AA,6.678,99.0,3.0
5d4cebddbzs,0bcd467msjuv,1005.21,2013-08-16 01:38:49,Central,mail,0.0,1,7489823AA,7.665,0.0,0.0
97026203bzs,6224db7msjuv,1516.74,2013-08-16 01:40:23,Central,canceled,-180.0,1,19476479AA,4.284,180.0,12.0
3b27bcffbzs,42ad048msjuv,2999.14,2013-08-16 01:55:47,Central,delivered,-99.0,2,19924132AA,8.673,99.0,3.0
3c0f3c99bzs,752019dmsjuv,1344.53,2013-08-16 01:59:33,Central,mail,-99.0,2,17658560AA,8.813,99.0,7.0
02bbc5c6bzs,9685195msjuv,1293.87,2013-08-16 01:59:34,Central,canceled,-99.0,1,20036909AA,8.113,99.0,8.0
2165f3bcbzs,6b45c0dmsjuv,2865.52,2013-08-16 02:00:47,Central,mail,-99.0,3,19747179AA,20.86,99.0,3.0
0fd3ca94bzs,f8a1eeemsjuv,2721.19,2013-08-16 02:01:25,Central,warehouse,-99.0,4,19987664AA,13.573,99.0,4.0
7f0acec0bzs,fb0086emsjuv,643.96,2013-08-16 02:05:34,Alto Parana,delivered,0.0,1,17551588AA,6.685,0.0,0.0
65f5783fbzs,caae1ebmsjuv,507.79,2013-08-16 02:13:18,Central,mail,0.0,1,19776104AA,2.275,0.0,0.0
5d6527bdbzs,1322989msjuv,1842.29,2013-08-16 02:13:36,Central,delivered,-99.0,1,20022588AA,2.275,99.0,5.0
e11d9fd9bzs,0cb10f4msjuv,1075.93,2013-08-16 02:14:54,Central,mail,-99.0,1,7916215AA,4.48,99.0,9.0
de80af70bzs,2bed1fdmsjuv,9910.49,2013-08-16 02:16:21,Central,canceled,-99.0,4,11385952AA,9.541,99.0,1.0
cfd8eb3fbzs,00abea9msjuv,2640.44,2013-08-16 02:17:15,Central,mail,-99.0,3,12874584AA,14.105,99.0,4.0
d74acf16bzs,f07bd53msjuv,16186.21,2013-08-16 02:17:52,Central,canceled,-99.0,1,19859777AA,6.895,99.0,1.0
1a5dc1d6bzs,5e8ba1emsjuv,1301.86,2013-08-16 02:19:28,Central,mail,-99.0,2,20027512AA,4.55,99.0,8.0
d74acf16bzs,ea4055dmsjuv,16326.46,2013-08-16 02:20:19,Central,canceled,0.0,1,20037246AA,6.895,0.0,0.0
97026203bzs,7ebcc0bmsjuv,6201.26,2013-08-16 02:20:41,Central,delivered,-99.0,1,19606854AA,4.13,99.0,2.0
2f9ff60bbzs,9a6bb08msjuv,2190.28,2013-08-16 02:27:03,Central,delivered,-99.0,2,19424731AA,6.419,99.0,5.0
19b4900dbzs,cfe8f1amsjuv,698.7,2013-08-16 02:27:06,Central,canceled,0.0,1,20037182AA,6.65,0.0,0.0
1a5dc1d6bzs,cd2d601msjuv,1522.01,2013-08-16 02:27:56,Central,mail,-99.0,2,17575028AA,8.673,99.0,7.0
19b4900dbzs,67d78e6msjuv,698.7,2013-08-16 02:30:23,Central,mail,0.0,1,20037310AA,6.65,0.0,0.0
391252babzs,a59fc53msjuv,3023.96,2013-08-16 02:30:40,Central,mail,0.0,1,20036973AA,3.129,0.0,0.0
3cc0361ebzs,0da232fmsjuv,2094.74,2013-08-16 02:30:41,Central,canceled,-99.0,1,20037315AA,2.275,99.0,5.0
67d4fb84bzs,981292dmsjuv,2081.65,2013-08-16 02:31:22,Central,mail,-99.0,2,19351060AA,7.266,99.0,5.0
1bcb402bbzs,438a19cmsjuv,898.28,2013-08-16 02:31:26,Central,delivered,0.0,1,20037226AA,6.65,0.0,0.0
e7ce278bbzs,619ef17msjuv,1776.16,2013-08-16 02:31:41,Central,mail,-99.0,2,20018026AA,9.345,99.0,6.0
32d8fe91bzs,c18ca07msjuv,1544.62,2013-08-16 02:31:50,Central,warehouse,-180.0,2,19589299AA,8.806,180.0,12.0
9c8e5a88bzs,bed92f3msjuv,3545.18,2013-08-16 02:36:11,Central,mail,-99.0,6,16625470AA,28.245,99.0,3.0
e7ce278bbzs,0e64b8fmsjuv,837.08,2013-08-16 02:48:49,Central,mail,-240.0,1,20037365AA,8.211,240.0,29.0
89e28f71bzs,22017f4msjuv,698.7,2013-08-16 02:50:41,Central,mail,0.0,1,19912364AA,6.65,0.0,0.0
e0fee3e0bzs,975265bmsjuv,859.86,2013-08-16 02:52:35,Alto Parana,delivered,0.0,1,19581403AA,5.103,0.0,0.0
fcc8dbb4bzs,befc67bmsjuv,499.46,2013-08-16 02:56:40,Central,label_error,-60.0,1,19646548AA,4.48,60.0,12.0
80f529f9bzs,b8bc286msjuv,2391.9,2013-08-16 03:10:50,Central,delivered,-99.0,2,12980996AA,9.947,99.0,4.0
fbd08263bzs,567b8ddmsjuv,1661.07,2013-08-16 03:19:47,Central,mail,-99.0,3,15679428AA,6.825,99.0,6.0
590654cdbzs,f1008c6msjuv,572.39,2013-08-16 03:23:53,Central,mail,0.0,1,20037573AA,3.766,0.0,0.0
2b8f5b13bzs,7923211msjuv,458.66,2013-08-16 03:39:58,Central,mail,0.0,1,17150575AA,2.275,0.0,0.0
1c6997efbzs,2217820msjuv,365.16,2013-08-16 03:42:24,Central,mail,0.0,1,20037521AA,2.275,0.0,0.0
c97d7216bzs,cc3a8c5msjuv,698.7,2013-08-16 03:44:36,Central,mail,0.0,1,20037717AA,6.65,0.0,0.0
e0d1a6b1bzs,c44c8b9msjuv,2589.61,2013-08-16 03:46:53,Central,mail,-99.0,1,19847844AA,6.3,99.0,4.0
da9e6118bzs,1722dc3msjuv,4976.92,2013-08-16 03:49:07,Central,delivered,-99.0,3,19053854AA,9.562,99.0,2.0
de80af70bzs,8469ed3msjuv,608.26,2013-08-16 03:56:58,Central,mail,0.0,1,20037423AA,2.275,0.0,0.0
1ec77e82bzs,7ece7cbmsjuv,2090.83,2013-08-16 04:12:42,Central,mail,-99.0,2,14999074AA,5.467,99.0,5.0
5327fcdfbzs,560ed4cmsjuv,1261.06,2013-08-16 04:17:26,Alto Parana,delivered,-119.28,1,16864844AA,6.265,119.28,9.0
fa0ef5d6bzs,b0e7434msjuv,1549.21,2013-08-16 04:20:53,Central,delivered,-99.0,2,20037454AA,4.676,99.0,6.0
fa0ef5d6bzs,7e7d5a8msjuv,35478.49,2013-08-16 05:18:07,Central,canceled,0.0,3,20037872AA,11.2,0.0,0.0
47573b80bzs,a533143msjuv,671.33,2013-08-16 05:19:37,Central,mail,0.0,1,7157992AA,3.955,0.0,0.0
2ff3622ebzs,8124ce8msjuv,1685.89,2013-08-16 05:28:54,Central,mail,-99.0,1,10219207AA,8.099,99.0,6.0
ee27b932bzs,af10219msjuv,2082.16,2013-08-16 05:44:51,Central,delivered,-99.0,2,9130841AA,7.826,99.0,5.0
89e28f71bzs,7a4bf69msjuv,961.18,2013-08-16 06:12:03,Central,mail,0.0,2,20016623AA,7.966,0.0,0.0
13d3b55cbzs,27dffc1msjuv,7235.88,2013-08-16 06:24:21,Central,canceled,-99.0,2,17427501AA,19.537,99.0,1.0
aac5b96cbzs,b975a55msjuv,1087.15,2013-08-16 06:32:56,Central,mail,0.0,2,19984992AA,4.907,0.0,0.0
cedd0743bzs,b635391msjuv,579.7,2013-08-16 06:44:57,Alto Parana,delivered,-70.56,1,17607207AA,2.975,70.56,12.0
f603a283bzs,cc94d9amsjuv,1186.77,2013-08-16 06:46:03,Central,mail,0.0,2,16241429AA,8.96,0.0,0.0
381328d2bzs,9f97761msjuv,1056.04,2013-08-16 06:46:36,Alto Parana,delivered,0.0,1,19857466AA,5.705,0.0,0.0
866f964ebzs,2aa2675msjuv,1994.1,2013-08-16 06:50:44,Central,mail,-99.0,2,20038269AA,9.751,99.0,5.0
b8a0d657bzs,e42a71fmsjuv,5731.55,2013-08-16 06:51:25,Central,canceled,-99.0,1,14681577AA,6.895,99.0,2.0
7b3b6958bzs,c83c47bmsjuv,4221.27,2013-08-16 06:51:59,Central,delivered,-99.0,6,17119476AA,19.229,99.0,2.0
16f88538bzs,dfc7b31msjuv,5361.97,2013-08-16 07:02:50,Central,canceled,-99.0,2,14293977AA,5.25,99.0,2.0
488bca23bzs,246435emsjuv,1193.74,2013-08-16 07:03:41,Central,canceled,-99.0,2,11341426AA,4.55,99.0,8.0
78cec34bbzs,f153074msjuv,2145.57,2013-08-16 07:09:35,Central,mail,-99.0,1,20032425AA,4.655,99.0,5.0
82463fb1bzs,72083ebmsjuv,1694.05,2013-08-16 07:10:43,Central,mail,-120.0,3,20032244AA,13.685,120.0,7.0
4530bc24bzs,57685a3msjuv,1819.34,2013-08-16 07:16:13,Central,mail,-99.0,1,20038527AA,10.752,99.0,5.0
8fc925d7bzs,c8079f6msjuv,365.16,2013-08-16 07:20:06,Central,mail,0.0,1,20036104AA,2.275,0.0,0.0
6d181d6fbzs,51e03femsjuv,12530.02,2013-08-16 07:21:08,Central,delivered,-99.0,7,17743514AA,66.598,99.0,1.0
9a63d62dbzs,0e38eb9msjuv,814.98,2013-08-16 07:21:51,Central,mail,-120.0,1,12961228AA,2.8,120.0,15.0
b7b4a687bzs,26403e5msjuv,798.66,2013-08-16 07:22:07,Central,mail,0.0,1,20028587AA,3.5,0.0,0.0
89e28f71bzs,ca1cc33msjuv,1179.63,2013-08-16 07:23:36,Central,mail,-99.0,1,12961347AA,4.62,99.0,8.0
31c31cc0bzs,ac5edb1msjuv,2146.08,2013-08-16 07:28:06,Central,mail,-99.0,3,20038413AA,13.16,99.0,5.0
97026203bzs,263cc19msjuv,1481.72,2013-08-16 07:29:48,Central,delivered,0.0,1,7144744AA,7.0,0.0,0.0
c9103cf2bzs,84edc30msjuv,2122.62,2013-08-16 07:31:55,Central,delivered,-120.0,4,20030735AA,14.448,120.0,6.0
19192eafbzs,8f76fb1msjuv,784.38,2013-08-16 07:34:11,Central,delivered,0.0,1,16776415AA,2.765,0.0,0.0
60ed4121bzs,c764be1msjuv,563.04,2013-08-16 07:34:19,Central,mail,0.0,1,19902057AA,7.574,0.0,0.0
67b5b867bzs,089f737msjuv,1338.41,2013-08-16 07:37:17,Central,mail,-99.0,3,19812073AA,10.36,99.0,7.0
115d8477bzs,143eb84msjuv,1666.34,2013-08-16 07:38:31,Central,mail,-99.0,2,19034962AA,5.775,99.0,6.0
60ed4121bzs,ba53bc3msjuv,5765.55,2013-08-16 07:40:02,Central,delivered,-99.0,1,9544659AA,6.895,99.0,2.0
fb024d56bzs,0e6bd37msjuv,3792.87,2013-08-16 07:43:47,Central,delivered,-99.0,5,17546466AA,11.914,99.0,3.0
46710452bzs,fc9b6a3msjuv,1377.51,2013-08-16 07:45:32,Central,canceled,-99.0,1,13857571AA,4.83,99.0,7.0
f2654a7bbzs,baf3d31msjuv,5992.16,2013-08-16 07:47:50,Central,mail,-99.0,1,20038797AA,92.225,99.0,2.0
fc96c984bzs,88285e7msjuv,1009.46,2013-08-16 07:48:48,Central,canceled,0.0,1,19803205AA,3.605,0.0,0.0
b96ab02fbzs,8e00538msjuv,2762.33,2013-08-16 07:49:24,Central,mail,-99.0,1,20038747AA,4.48,99.0,4.0
40cb6e33bzs,4e3b0dbmsjuv,2043.91,2013-08-16 07:52:17,Central,mail,-99.0,1,19948511AA,5.075,99.0,5.0
64497eedbzs,750e74amsjuv,987.36,2013-08-16 07:55:58,Central,mail,0.0,1,20028731AA,4.62,0.0,0.0
89e28f71bzs,89856abmsjuv,698.7,2013-08-16 07:58:34,Central,delivered,0.0,1,20028152AA,6.65,0.0,0.0
ade7b9e2bzs,5f5222cmsjuv,5765.55,2013-08-16 07:59:20,Central,canceled,-99.0,1,20025156AA,6.895,99.0,2.0
82c2df7cbzs,b5bc67amsjuv,1394.51,2013-08-16 07:59:58,Central,delivered,-99.0,1,20036556AA,5.18,99.0,7.0
1131cf30bzs,c05d10bmsjuv,2143.87,2013-08-16 08:00:03,Central,mail,-99.0,1,20038976AA,10.927,99.0,5.0
c58178b4bzs,a74994cmsjuv,698.7,2013-08-16 08:01:11,Central,delivered,0.0,1,20038887AA,6.65,0.0,0.0
5c63b948bzs,c6fdb36msjuv,2554.42,2013-08-16 08:05:00,Central,delivered,-99.0,4,18738788AA,17.71,99.0,4.0
147a703dbzs,d4e45admsjuv,39640.43,2013-08-16 08:10:01,Central,delivered,-99.0,1,13898221AA,64.729,99.0,0.0
f087e014bzs,478afc2msjuv,698.7,2013-08-16 08:12:23,Central,mail,0.0,1,20002309AA,6.65,0.0,0.0
05fec8b6bzs,f85d64bmsjuv,531.76,2013-08-16 08:14:15,Central,mail,0.0,1,19094754AA,2.534,0.0,0.0
5dc245a5bzs,f42acbamsjuv,698.7,2013-08-16 08:16:09,Central,canceled,0.0,1,20039243AA,6.65,0.0,0.0
67d4fb84bzs,23191acmsjuv,1066.41,2013-08-16 08:16:28,Central,mail,-99.0,1,20038688AA,2.275,99.0,9.0
b769aa5ebzs,9907521msjuv,1304.58,2013-08-16 08:22:29,Central,mail,0.0,1,20012738AA,6.748,0.0,0.0
a4bb69ebbzs,1d2e65cmsjuv,698.7,2013-08-16 08:22:41,Central,mail,0.0,1,7856352AA,6.65,0.0,0.0
a3f493afbzs,763cb5emsjuv,7845.67,2013-08-16 08:25:41,Central,delivered,-99.0,1,20017859AA,6.895,99.0,1.0
880c899abzs,4268cc6msjuv,523.26,2013-08-16 08:26:14,Alto Parana,delivered,0.0,1,19800949AA,2.975,0.0,0.0
877c1937bzs,b02e670msjuv,13319.84,2013-08-16 08:28:38,Central,delivered,-99.0,5,15074740AA,16.765,99.0,1.0
40cb6e33bzs,74580d8msjuv,2114.12,2013-08-16 08:29:18,Central,mail,-99.0,2,19639656AA,10.108,99.0,5.0
7314b2fbbzs,2996272msjuv,1449.25,2013-08-16 08:29:42,Central,mail,-99.0,2,10695408AA,7.693,99.0,7.0
af99709abzs,7ea8742msjuv,1452.31,2013-08-16 08:30:10,Central,delivered,-99.0,1,20039416AA,4.48,99.0,7.0
72e9d04bbzs,5c359damsjuv,814.3,2013-08-16 08:31:49,Central,delivered,0.0,1,19407544AA,2.891,0.0,0.0
05d81e8abzs,24d627amsjuv,545.53,2013-08-16 08:31:56,Central,mail,0.0,1,9844794AA,2.534,0.0,0.0
